Outlet_ID,Distributor_ID,Outlet_Type,Cooler_Count,Trade_Spend_LKR,Discount_LKR,Merchandising_LKR,Promotional_LKR,w_discount,w_merchandising,w_promotional
OUT_05349,DIST_W_01,Hotel,4,912.62,182.52,273.79,456.31,0.2,0.3,0.5
OUT_05350,DIST_W_02,SMMT,2,89.35,35.74,35.74,17.87,0.4,0.4,0.2
OUT_05351,DIST_W_02,Kiosk,4,562.75,225.1,225.1,112.55,0.4,0.4,0.2
OUT_05352,DIST_W_01,SMMT,2,173.36,69.34,69.35,34.67,0.4,0.4,0.2
OUT_05353,DIST_W_02,Kiosk,0,272.36,54.47,149.8,68.09,0.2,0.55,0.25
OUT_05354,DIST_W_02,Pharmacy,1,637.44,127.49,191.23,318.72,0.2,0.3,0.5
OUT_05355,DIST_W_03,Grocery,5,3184.77,1273.91,1273.91,636.95,0.4,0.4,0.2
OUT_05356,DIST_W_01,Eatery,0,113.81,22.76,62.6,28.45,0.2,0.55,0.25
OUT_05357,DIST_W_02,Kiosk,5,876.95,175.39,263.08,438.48,0.2,0.3,0.5
OUT_05358,DIST_W_01,SMMT,5,720.47,288.19,288.19,144.09,0.4,0.4,0.2
OUT_05359,DIST_W_01,Kiosk,0,264.87,52.97,145.68,66.22,0.2,0.55,0.25
OUT_05360,DIST_W_02,Eatery,1,246.93,98.77,98.77,49.39,0.4,0.4,0.2
OUT_05361,DIST_W_01,Hotel,0,99.18,19.84,54.54,24.8,0.2,0.55,0.25
OUT_05362,DIST_W_03,SMMT,1,264.69,105.88,105.87,52.94,0.4,0.4,0.2
OUT_05363,DIST_W_03,SMMT,0,143.78,28.76,79.08,35.94,0.2,0.55,0.25
OUT_05364,DIST_W_03,Bakery,0,92.37,18.47,50.81,23.09,0.2,0.55,0.25
OUT_05365,DIST_W_02,Pharmacy,1,86.43,17.29,25.92,43.22,0.2,0.3,0.5
OUT_05366,DIST_W_01,SMMT,3,4999.75,1999.9,1999.9,999.95,0.4,0.4,0.2
OUT_05367,DIST_W_02,SMMT,2,159.74,63.9,63.89,31.95,0.4,0.4,0.2
OUT_05368,DIST_W_02,Eatery,0,114.05,22.81,62.73,28.51,0.2,0.55,0.25
OUT_05369,DIST_W_03,Grocery,1,374.07,149.63,149.63,74.81,0.4,0.4,0.2
OUT_05370,DIST_W_01,SMMT,0,103.46,20.69,56.91,25.86,0.2,0.55,0.25
OUT_05371,DIST_W_02,Pharmacy,0,1212.43,242.49,666.83,303.11,0.2,0.55,0.25
OUT_05372,DIST_W_01,Grocery,2,204.24,81.7,81.69,40.85,0.4,0.4,0.2
OUT_05373,DIST_W_01,Kiosk,1,263.01,105.2,105.21,52.6,0.4,0.4,0.2
OUT_05374,DIST_W_01,Bakery,0,1021.57,204.31,561.87,255.39,0.2,0.55,0.25
OUT_05375,DIST_W_01,Kiosk,2,872.3,348.92,348.92,174.46,0.4,0.4,0.2
OUT_05376,DIST_W_02,SMMT,0,105.46,21.09,58.01,26.36,0.2,0.55,0.25
OUT_05377,DIST_W_01,Bakery,3,771.42,308.57,308.57,154.28,0.4,0.4,0.2
OUT_05378,DIST_W_01,Grocery,0,161.69,32.34,88.93,40.42,0.2,0.55,0.25
OUT_05379,DIST_W_03,Kiosk,2,145.32,58.13,58.13,29.06,0.4,0.4,0.2
OUT_05380,DIST_W_01,Eatery,0,95.91,19.18,52.75,23.98,0.2,0.55,0.25
OUT_05381,DIST_W_02,Bakery,0,983.39,196.68,540.86,245.85,0.2,0.55,0.25
OUT_05382,DIST_W_02,Hotel,0,139.57,27.91,76.77,34.89,0.2,0.55,0.25
OUT_05383,DIST_W_02,Bakery,0,172.2,34.44,94.71,43.05,0.2,0.55,0.25
OUT_05384,DIST_W_02,Bakery,3,1302.84,521.14,521.13,260.57,0.4,0.4,0.2
OUT_05385,DIST_W_03,SMMT,1,320.87,128.35,128.35,64.17,0.4,0.4,0.2
OUT_05386,DIST_W_02,Hotel,0,102.81,20.56,56.55,25.7,0.2,0.55,0.25
OUT_05387,DIST_W_02,Bakery,5,1934.15,773.66,773.66,386.83,0.4,0.4,0.2
OUT_05388,DIST_W_01,Grocery,2,358.16,143.26,143.27,71.63,0.4,0.4,0.2
OUT_05389,DIST_W_03,SMMT,0,84.18,16.84,46.3,21.04,0.2,0.55,0.25
OUT_05390,DIST_W_03,SMMT,1,57.34,22.94,22.93,11.47,0.4,0.4,0.2
OUT_05391,DIST_W_01,Eatery,0,113.54,22.71,62.45,28.38,0.2,0.55,0.25
OUT_05392,DIST_W_03,Bakery,1,195.84,78.34,78.33,39.17,0.4,0.4,0.2
OUT_05393,DIST_W_02,Eatery,1,228.03,91.21,91.21,45.61,0.4,0.4,0.2
OUT_05394,DIST_W_02,Hotel,1,76.63,30.65,30.65,15.33,0.4,0.4,0.2
OUT_05395,DIST_W_02,Hotel,0,149.47,29.89,82.21,37.37,0.2,0.55,0.25
OUT_05396,DIST_W_03,Pharmacy,2,200.51,80.2,80.21,40.1,0.4,0.4,0.2
OUT_05397,DIST_W_01,Grocery,0,902.7,180.54,496.48,225.68,0.2,0.55,0.25
OUT_05398,DIST_W_02,Grocery,1,62.2,24.88,24.88,12.44,0.4,0.4,0.2
OUT_05399,DIST_W_03,Pharmacy,1,721.12,288.45,288.45,144.22,0.4,0.4,0.2
OUT_05400,DIST_W_03,Grocery,0,99.85,19.97,54.92,24.96,0.2,0.55,0.25
OUT_05401,DIST_W_01,Eatery,1,218.78,87.51,87.51,43.76,0.4,0.4,0.2
OUT_05402,DIST_W_03,Pharmacy,2,179.47,71.79,71.79,35.89,0.4,0.4,0.2
OUT_05403,DIST_W_03,Grocery,5,1099.39,439.76,439.75,219.88,0.4,0.4,0.2
OUT_05404,DIST_W_01,Grocery,1,201.97,80.79,80.79,40.39,0.4,0.4,0.2
OUT_05405,DIST_W_01,SMMT,2,134.42,53.77,53.77,26.88,0.4,0.4,0.2
OUT_05406,DIST_W_03,Grocery,1,334.37,133.75,133.75,66.87,0.4,0.4,0.2
OUT_05407,DIST_W_02,Pharmacy,5,607.91,243.16,243.17,121.58,0.4,0.4,0.2
OUT_05408,DIST_W_03,Pharmacy,1,109.2,43.68,43.68,21.84,0.4,0.4,0.2
OUT_05409,DIST_W_03,Eatery,1,335.73,134.29,134.29,67.15,0.4,0.4,0.2
OUT_05410,DIST_W_03,Grocery,4,1408.24,563.3,563.29,281.65,0.4,0.4,0.2
OUT_05411,DIST_W_03,Bakery,1,574.44,229.78,229.77,114.89,0.4,0.4,0.2
OUT_05412,DIST_W_03,Grocery,3,1982.69,793.08,793.07,396.54,0.4,0.4,0.2
OUT_05413,DIST_W_01,Bakery,0,135.55,27.11,74.55,33.89,0.2,0.55,0.25
OUT_05414,DIST_W_03,Kiosk,1,86.71,34.68,34.69,17.34,0.4,0.4,0.2
OUT_05415,DIST_W_01,Kiosk,2,262.54,105.02,105.01,52.51,0.4,0.4,0.2
OUT_05416,DIST_W_03,Hotel,2,194.4,77.76,77.76,38.88,0.4,0.4,0.2
OUT_05417,DIST_W_02,Pharmacy,0,94.14,18.83,51.77,23.54,0.2,0.55,0.25
OUT_05418,DIST_W_01,Kiosk,4,1325.18,530.07,530.07,265.04,0.4,0.4,0.2
OUT_05419,DIST_W_02,Hotel,1,300.51,120.2,120.21,60.1,0.4,0.4,0.2
OUT_05420,DIST_W_03,Grocery,0,113.91,22.78,62.65,28.48,0.2,0.55,0.25
OUT_05421,DIST_W_02,Hotel,5,4999.75,1999.9,1999.9,999.95,0.4,0.4,0.2
OUT_05422,DIST_W_03,SMMT,1,58.07,23.23,23.23,11.61,0.4,0.4,0.2
OUT_05423,DIST_W_01,Pharmacy,0,1248.36,249.67,686.6,312.09,0.2,0.55,0.25
OUT_05424,DIST_W_01,Eatery,1,193.07,77.23,77.23,38.61,0.4,0.4,0.2
OUT_05425,DIST_W_01,Hotel,4,4617.14,1846.86,1846.85,923.43,0.4,0.4,0.2
OUT_05426,DIST_W_03,Pharmacy,2,4999.75,999.95,1499.92,2499.88,0.2,0.3,0.5
OUT_05427,DIST_W_03,Grocery,2,1639.92,655.97,655.97,327.98,0.4,0.4,0.2
OUT_05428,DIST_W_03,Eatery,2,1241.21,496.48,496.49,248.24,0.4,0.4,0.2
OUT_05429,DIST_W_01,Pharmacy,1,773.52,309.41,309.41,154.7,0.4,0.4,0.2
OUT_05430,DIST_W_03,Hotel,5,2664.26,1065.7,1065.71,532.85,0.4,0.4,0.2
OUT_05431,DIST_W_01,Grocery,1,224.85,89.94,89.94,44.97,0.4,0.4,0.2
OUT_05432,DIST_W_01,Hotel,1,75.72,30.29,30.29,15.14,0.4,0.4,0.2
OUT_05433,DIST_W_01,Bakery,0,187.72,37.54,103.25,46.93,0.2,0.55,0.25
OUT_05434,DIST_W_02,Eatery,1,57.27,22.91,22.91,11.45,0.4,0.4,0.2
OUT_05435,DIST_W_02,Bakery,2,129.08,51.63,51.63,25.82,0.4,0.4,0.2
OUT_05436,DIST_W_01,Eatery,0,158.39,31.68,87.11,39.6,0.2,0.55,0.25
OUT_05437,DIST_W_02,Eatery,4,4999.75,1999.9,1999.9,999.95,0.4,0.4,0.2
OUT_05438,DIST_W_01,SMMT,0,126.18,25.24,69.4,31.54,0.2,0.55,0.25
OUT_05439,DIST_W_02,Grocery,1,234.81,93.92,93.93,46.96,0.4,0.4,0.2
OUT_05440,DIST_W_03,Eatery,0,1163.69,232.74,640.03,290.92,0.2,0.55,0.25
OUT_05441,DIST_W_03,Grocery,0,105.12,21.02,57.82,26.28,0.2,0.55,0.25
OUT_05442,DIST_W_02,Hotel,5,930.24,372.1,372.09,186.05,0.4,0.4,0.2
OUT_05443,DIST_W_03,SMMT,2,222.21,88.88,88.89,44.44,0.4,0.4,0.2
OUT_05444,DIST_W_03,Pharmacy,1,76.34,30.54,30.53,15.27,0.4,0.4,0.2
OUT_05445,DIST_W_01,Hotel,1,266.13,106.45,106.45,53.23,0.4,0.4,0.2
OUT_05446,DIST_W_02,Pharmacy,0,111.52,22.3,61.34,27.88,0.2,0.55,0.25
OUT_05447,DIST_W_01,Pharmacy,2,143.56,28.71,43.07,71.78,0.2,0.3,0.5
OUT_05448,DIST_W_01,Pharmacy,2,1736.72,694.69,694.69,347.34,0.4,0.4,0.2
OUT_05449,DIST_W_02,Hotel,0,120.87,24.17,66.48,30.22,0.2,0.55,0.25
OUT_05450,DIST_W_03,Grocery,2,143.27,57.31,57.31,28.65,0.4,0.4,0.2
OUT_05451,DIST_W_02,Kiosk,2,211.89,84.76,84.75,42.38,0.4,0.4,0.2
OUT_05452,DIST_W_01,Grocery,2,1213.86,485.54,485.55,242.77,0.4,0.4,0.2
OUT_05453,DIST_W_01,Hotel,3,4076.06,815.21,1222.82,2038.03,0.2,0.3,0.5
OUT_05454,DIST_W_03,Bakery,2,171.24,68.5,68.49,34.25,0.4,0.4,0.2
OUT_05455,DIST_W_02,Kiosk,1,86.77,34.71,34.71,17.35,0.4,0.4,0.2
OUT_05456,DIST_W_01,Hotel,1,285.54,114.22,114.21,57.11,0.4,0.4,0.2
OUT_05457,DIST_W_01,Grocery,0,111.37,22.27,61.26,27.84,0.2,0.55,0.25
OUT_05458,DIST_W_01,Grocery,2,228.36,91.34,91.35,45.67,0.4,0.4,0.2
OUT_05459,DIST_W_02,SMMT,3,1348.03,539.21,539.21,269.61,0.4,0.4,0.2
OUT_05460,DIST_W_03,Pharmacy,0,1213.23,242.65,667.27,303.31,0.2,0.55,0.25
OUT_05461,DIST_W_02,Hotel,2,163.2,65.28,65.28,32.64,0.4,0.4,0.2
OUT_05462,DIST_W_03,Bakery,2,156.89,62.76,62.75,31.38,0.4,0.4,0.2
OUT_05463,DIST_W_01,Kiosk,1,591.35,236.54,236.54,118.27,0.4,0.4,0.2
OUT_05464,DIST_W_01,Hotel,1,88.74,17.75,26.62,44.37,0.2,0.3,0.5
OUT_05465,DIST_W_02,Kiosk,3,2762.25,1104.9,1104.9,552.45,0.4,0.4,0.2
OUT_05466,DIST_W_02,Bakery,2,99.32,39.73,39.73,19.86,0.4,0.4,0.2
OUT_05467,DIST_W_02,SMMT,1,69.58,27.83,27.83,13.92,0.4,0.4,0.2
OUT_05468,DIST_W_01,Kiosk,1,84.96,33.98,33.99,16.99,0.4,0.4,0.2
OUT_05469,DIST_W_03,Hotel,1,113.63,45.45,45.45,22.73,0.4,0.4,0.2
OUT_05470,DIST_W_01,SMMT,4,3241.02,648.2,972.31,1620.51,0.2,0.3,0.5
OUT_05471,DIST_W_01,Grocery,0,150.33,30.07,82.68,37.58,0.2,0.55,0.25
OUT_05472,DIST_W_01,Bakery,0,142.61,28.52,78.44,35.65,0.2,0.55,0.25
OUT_05473,DIST_W_02,Pharmacy,1,214.43,85.77,85.77,42.89,0.4,0.4,0.2
OUT_05474,DIST_W_01,Grocery,0,842.19,168.44,463.2,210.55,0.2,0.55,0.25
OUT_05475,DIST_W_03,SMMT,0,98.88,19.78,54.38,24.72,0.2,0.55,0.25
OUT_05476,DIST_W_02,Bakery,0,139.21,27.84,76.57,34.8,0.2,0.55,0.25
OUT_05477,DIST_W_03,Eatery,1,856.92,342.77,342.77,171.38,0.4,0.4,0.2
OUT_05478,DIST_W_01,Pharmacy,5,726.94,290.78,290.77,145.39,0.4,0.4,0.2
OUT_05479,DIST_W_01,Eatery,0,1446.25,289.25,795.44,361.56,0.2,0.55,0.25
OUT_05480,DIST_W_03,Kiosk,0,281.61,56.32,154.89,70.4,0.2,0.55,0.25
OUT_05481,DIST_W_03,Hotel,0,122.63,24.53,67.44,30.66,0.2,0.55,0.25
OUT_05482,DIST_W_01,Kiosk,4,1100.13,440.05,440.05,220.03,0.4,0.4,0.2
OUT_05483,DIST_W_02,Kiosk,2,1057.42,211.48,317.23,528.71,0.2,0.3,0.5
OUT_05484,DIST_W_01,Pharmacy,0,123.59,24.72,67.97,30.9,0.2,0.55,0.25
OUT_05485,DIST_W_03,SMMT,3,3233.24,1293.3,1293.29,646.65,0.4,0.4,0.2
OUT_05486,DIST_W_01,Bakery,2,1107.35,442.94,442.94,221.47,0.4,0.4,0.2
OUT_05487,DIST_W_03,Pharmacy,2,131.0,52.4,52.4,26.2,0.4,0.4,0.2
OUT_05488,DIST_W_01,Grocery,1,185.22,74.09,74.09,37.04,0.4,0.4,0.2
OUT_05489,DIST_W_02,Hotel,0,128.41,25.68,70.63,32.1,0.2,0.55,0.25
OUT_05490,DIST_W_01,Eatery,2,854.4,341.76,341.76,170.88,0.4,0.4,0.2
OUT_05491,DIST_W_03,Grocery,0,102.14,20.43,56.17,25.54,0.2,0.55,0.25
OUT_05492,DIST_W_01,Pharmacy,2,296.03,118.41,118.41,59.21,0.4,0.4,0.2
OUT_05493,DIST_W_01,Pharmacy,3,991.4,396.56,396.56,198.28,0.4,0.4,0.2
OUT_05494,DIST_W_02,Pharmacy,1,272.5,109.0,109.0,54.5,0.4,0.4,0.2
OUT_05495,DIST_W_02,Kiosk,5,1078.73,431.49,431.49,215.75,0.4,0.4,0.2
OUT_05496,DIST_W_03,Bakery,0,898.25,179.65,494.04,224.56,0.2,0.55,0.25
OUT_05497,DIST_W_01,Grocery,3,902.52,361.01,361.01,180.5,0.4,0.4,0.2
OUT_05498,DIST_W_01,Hotel,0,167.57,33.51,92.17,41.89,0.2,0.55,0.25
OUT_05499,DIST_W_03,Bakery,0,925.52,185.1,509.04,231.38,0.2,0.55,0.25
OUT_05500,DIST_W_02,Hotel,2,241.91,48.38,72.57,120.96,0.2,0.3,0.5
OUT_05501,DIST_W_01,Eatery,2,1452.6,581.04,581.04,290.52,0.4,0.4,0.2
OUT_05502,DIST_W_02,Grocery,0,732.77,146.55,403.03,183.19,0.2,0.55,0.25
OUT_05503,DIST_W_03,Grocery,0,817.42,163.48,449.58,204.36,0.2,0.55,0.25
OUT_05504,DIST_W_03,Pharmacy,1,517.26,206.9,206.91,103.45,0.4,0.4,0.2
OUT_05505,DIST_W_02,Bakery,1,498.79,199.52,199.51,99.76,0.4,0.4,0.2
OUT_05506,DIST_W_02,Kiosk,1,188.47,75.39,75.39,37.69,0.4,0.4,0.2
OUT_05507,DIST_W_02,Grocery,2,288.22,115.29,115.29,57.64,0.4,0.4,0.2
OUT_05508,DIST_W_02,Grocery,2,1669.04,667.62,667.61,333.81,0.4,0.4,0.2
OUT_05509,DIST_W_02,Pharmacy,2,185.38,74.15,74.15,37.08,0.4,0.4,0.2
OUT_05510,DIST_W_01,Grocery,1,576.74,230.7,230.69,115.35,0.4,0.4,0.2
OUT_05511,DIST_W_01,SMMT,5,757.8,303.12,303.12,151.56,0.4,0.4,0.2
OUT_05512,DIST_W_01,Hotel,2,160.5,32.1,48.15,80.25,0.2,0.3,0.5
OUT_05513,DIST_W_03,Kiosk,0,162.43,32.49,89.33,40.61,0.2,0.55,0.25
OUT_05514,DIST_W_01,Hotel,2,1401.78,560.71,560.71,280.36,0.4,0.4,0.2
OUT_05515,DIST_W_01,Bakery,1,51.02,20.41,20.41,10.2,0.4,0.4,0.2
OUT_05516,DIST_W_02,Eatery,1,241.45,96.58,96.58,48.29,0.4,0.4,0.2
OUT_05517,DIST_W_01,Pharmacy,0,168.16,33.63,92.49,42.04,0.2,0.55,0.25
OUT_05518,DIST_W_01,SMMT,0,93.17,18.63,51.25,23.29,0.2,0.55,0.25
OUT_05519,DIST_W_02,Bakery,0,861.65,172.33,473.91,215.41,0.2,0.55,0.25
OUT_05520,DIST_W_01,Pharmacy,0,1275.74,255.15,701.65,318.94,0.2,0.55,0.25
OUT_05521,DIST_W_03,Bakery,0,795.38,159.08,437.46,198.84,0.2,0.55,0.25
OUT_05522,DIST_W_02,SMMT,2,107.57,43.03,43.03,21.51,0.4,0.4,0.2
OUT_05523,DIST_W_03,SMMT,5,878.16,351.26,351.27,175.63,0.4,0.4,0.2
OUT_05524,DIST_W_02,Grocery,0,98.69,19.74,54.28,24.67,0.2,0.55,0.25
OUT_05525,DIST_W_01,Pharmacy,2,359.48,143.79,143.79,71.9,0.4,0.4,0.2
OUT_05526,DIST_W_02,Eatery,0,1398.46,279.69,769.15,349.62,0.2,0.55,0.25
OUT_05527,DIST_W_03,Pharmacy,0,145.37,29.07,79.96,36.34,0.2,0.55,0.25
OUT_05528,DIST_W_02,Pharmacy,1,735.26,294.1,294.11,147.05,0.4,0.4,0.2
OUT_05529,DIST_W_03,Bakery,0,116.22,23.24,63.92,29.06,0.2,0.55,0.25
OUT_05530,DIST_W_02,Hotel,1,176.82,35.36,53.05,88.41,0.2,0.3,0.5
OUT_05531,DIST_W_02,Pharmacy,0,107.06,21.41,58.89,26.76,0.2,0.55,0.25
OUT_05532,DIST_W_02,SMMT,1,258.85,103.54,103.54,51.77,0.4,0.4,0.2
OUT_05533,DIST_W_03,Kiosk,0,776.89,155.38,427.29,194.22,0.2,0.55,0.25
OUT_05534,DIST_W_03,Hotel,1,63.36,12.67,19.01,31.68,0.2,0.3,0.5
OUT_05535,DIST_W_01,Kiosk,1,286.56,114.62,114.63,57.31,0.4,0.4,0.2
OUT_05536,DIST_W_03,Kiosk,2,239.77,95.91,95.91,47.95,0.4,0.4,0.2
OUT_05537,DIST_W_01,Kiosk,2,1403.05,561.22,561.22,280.61,0.4,0.4,0.2
OUT_05538,DIST_W_02,Kiosk,2,183.69,73.48,73.47,36.74,0.4,0.4,0.2
OUT_05539,DIST_W_01,Grocery,0,148.9,29.78,81.9,37.22,0.2,0.55,0.25
OUT_05540,DIST_W_01,Kiosk,3,849.89,339.96,339.95,169.98,0.4,0.4,0.2
OUT_05541,DIST_W_03,Pharmacy,0,130.09,26.02,71.55,32.52,0.2,0.55,0.25
OUT_05542,DIST_W_02,Kiosk,5,588.08,235.23,235.23,117.62,0.4,0.4,0.2
OUT_05543,DIST_W_02,Kiosk,2,763.68,305.47,305.47,152.74,0.4,0.4,0.2
OUT_05544,DIST_W_02,Eatery,0,112.71,22.54,61.99,28.18,0.2,0.55,0.25
OUT_05545,DIST_W_01,Kiosk,1,193.04,77.22,77.21,38.61,0.4,0.4,0.2
OUT_05546,DIST_W_01,Grocery,0,1017.66,203.53,559.71,254.42,0.2,0.55,0.25
OUT_05547,DIST_W_03,Eatery,0,1483.9,296.78,816.14,370.98,0.2,0.55,0.25
OUT_05548,DIST_W_03,Eatery,0,147.08,29.42,80.89,36.77,0.2,0.55,0.25
OUT_05549,DIST_W_01,Bakery,0,118.24,23.65,65.03,29.56,0.2,0.55,0.25
OUT_05550,DIST_W_03,Grocery,0,120.68,24.14,66.37,30.17,0.2,0.55,0.25
OUT_05551,DIST_W_01,Eatery,3,720.32,288.13,288.13,144.06,0.4,0.4,0.2
OUT_05552,DIST_W_02,Bakery,4,627.18,250.87,250.87,125.44,0.4,0.4,0.2
OUT_05553,DIST_W_03,Hotel,1,164.54,32.91,49.36,82.27,0.2,0.3,0.5
OUT_05554,DIST_W_01,SMMT,0,108.74,21.75,59.81,27.18,0.2,0.55,0.25
OUT_05555,DIST_W_02,Hotel,4,1089.1,435.64,435.64,217.82,0.4,0.4,0.2
OUT_05556,DIST_W_03,Hotel,0,152.63,30.53,83.94,38.16,0.2,0.55,0.25
OUT_05557,DIST_W_02,Grocery,0,175.57,35.11,96.57,43.89,0.2,0.55,0.25
OUT_05558,DIST_W_03,Grocery,0,134.73,26.95,74.1,33.68,0.2,0.55,0.25
OUT_05559,DIST_W_02,Grocery,1,48.81,19.52,19.53,9.76,0.4,0.4,0.2
OUT_05560,DIST_W_03,Grocery,2,193.26,77.3,77.31,38.65,0.4,0.4,0.2
OUT_05561,DIST_W_01,Bakery,0,172.88,34.58,95.08,43.22,0.2,0.55,0.25
OUT_05562,DIST_W_02,Grocery,2,176.21,70.48,70.49,35.24,0.4,0.4,0.2
OUT_05563,DIST_W_03,Pharmacy,2,148.32,59.33,59.33,29.66,0.4,0.4,0.2
OUT_05564,DIST_W_01,Kiosk,4,4710.07,1884.03,1884.03,942.01,0.4,0.4,0.2
OUT_05565,DIST_W_02,SMMT,2,1264.95,505.98,505.98,252.99,0.4,0.4,0.2
OUT_05566,DIST_W_03,Hotel,0,98.98,19.8,54.44,24.74,0.2,0.55,0.25
OUT_05567,DIST_W_02,Hotel,1,51.59,10.32,15.47,25.8,0.2,0.3,0.5
OUT_05568,DIST_W_02,Grocery,2,295.47,118.19,118.19,59.09,0.4,0.4,0.2
OUT_05569,DIST_W_03,SMMT,3,910.35,364.14,364.14,182.07,0.4,0.4,0.2
OUT_05570,DIST_W_02,Pharmacy,1,87.29,34.92,34.91,17.46,0.4,0.4,0.2
OUT_05571,DIST_W_03,Pharmacy,5,618.72,247.49,247.49,123.74,0.4,0.4,0.2
OUT_05572,DIST_W_02,SMMT,0,108.36,21.67,59.6,27.09,0.2,0.55,0.25
OUT_05573,DIST_W_01,Grocery,2,187.71,75.08,75.09,37.54,0.4,0.4,0.2
OUT_05574,DIST_W_02,Hotel,0,154.09,30.82,84.75,38.52,0.2,0.55,0.25
OUT_05575,DIST_W_01,Hotel,2,1498.27,599.31,599.31,299.65,0.4,0.4,0.2
OUT_05576,DIST_W_03,Bakery,4,971.63,388.65,388.65,194.33,0.4,0.4,0.2
OUT_05577,DIST_W_03,SMMT,4,742.97,297.19,297.19,148.59,0.4,0.4,0.2
OUT_05578,DIST_W_01,Pharmacy,5,2280.83,912.33,912.33,456.17,0.4,0.4,0.2
OUT_05579,DIST_W_02,Eatery,2,652.96,261.18,261.19,130.59,0.4,0.4,0.2
OUT_05580,DIST_W_03,Bakery,2,211.79,84.72,84.71,42.36,0.4,0.4,0.2
OUT_05581,DIST_W_03,Eatery,0,115.6,23.12,63.58,28.9,0.2,0.55,0.25
OUT_05582,DIST_W_02,Hotel,0,145.65,29.13,80.11,36.41,0.2,0.55,0.25
OUT_05583,DIST_W_01,Hotel,1,123.21,49.28,49.29,24.64,0.4,0.4,0.2
OUT_05584,DIST_W_01,Hotel,2,179.8,71.92,71.92,35.96,0.4,0.4,0.2
OUT_05585,DIST_W_01,Bakery,1,302.66,121.06,121.07,60.53,0.4,0.4,0.2
OUT_05586,DIST_W_03,Grocery,2,160.7,64.28,64.28,32.14,0.4,0.4,0.2
OUT_05587,DIST_W_03,Kiosk,2,140.74,56.3,56.29,28.15,0.4,0.4,0.2
OUT_05588,DIST_W_03,Bakery,1,237.03,94.81,94.81,47.41,0.4,0.4,0.2
OUT_05589,DIST_W_02,Pharmacy,0,86.3,17.26,47.46,21.58,0.2,0.55,0.25
OUT_05590,DIST_W_01,Pharmacy,1,312.4,62.48,93.72,156.2,0.2,0.3,0.5
OUT_05591,DIST_W_02,SMMT,2,147.1,58.84,58.84,29.42,0.4,0.4,0.2
OUT_05592,DIST_W_01,Bakery,4,2575.15,1030.06,1030.06,515.03,0.4,0.4,0.2
OUT_05593,DIST_W_01,Eatery,5,1096.97,438.79,438.79,219.39,0.4,0.4,0.2
OUT_05594,DIST_W_02,Hotel,2,78.33,31.33,31.33,15.67,0.4,0.4,0.2
OUT_05595,DIST_W_03,SMMT,1,70.94,28.38,28.37,14.19,0.4,0.4,0.2
OUT_05596,DIST_W_01,Grocery,0,1042.88,208.58,573.58,260.72,0.2,0.55,0.25
OUT_05597,DIST_W_03,Hotel,5,2860.66,1144.26,1144.27,572.13,0.4,0.4,0.2
OUT_05598,DIST_W_01,Eatery,1,470.05,188.02,188.02,94.01,0.4,0.4,0.2
OUT_05599,DIST_W_01,Bakery,0,98.06,19.61,53.93,24.52,0.2,0.55,0.25
OUT_05600,DIST_W_03,Pharmacy,1,69.13,27.65,27.65,13.83,0.4,0.4,0.2
OUT_05601,DIST_W_03,Eatery,2,382.71,153.08,153.09,76.54,0.4,0.4,0.2
OUT_05602,DIST_W_02,Kiosk,0,292.65,58.53,160.96,73.16,0.2,0.55,0.25
OUT_05603,DIST_W_01,Pharmacy,5,4999.75,999.95,1499.92,2499.88,0.2,0.3,0.5
OUT_05604,DIST_W_01,Kiosk,4,805.11,322.04,322.05,161.02,0.4,0.4,0.2
OUT_05605,DIST_W_02,Bakery,0,156.91,31.38,86.3,39.23,0.2,0.55,0.25
OUT_05606,DIST_W_03,SMMT,3,4173.3,1669.32,1669.32,834.66,0.4,0.4,0.2
OUT_05607,DIST_W_03,Bakery,1,234.98,93.99,93.99,47.0,0.4,0.4,0.2
OUT_05608,DIST_W_01,Hotel,2,205.96,41.19,61.79,102.98,0.2,0.3,0.5
OUT_05609,DIST_W_02,Grocery,1,271.28,108.51,108.51,54.26,0.4,0.4,0.2
OUT_05610,DIST_W_02,SMMT,0,90.57,18.11,49.82,22.64,0.2,0.55,0.25
OUT_05611,DIST_W_01,Hotel,0,103.86,20.77,57.13,25.96,0.2,0.55,0.25
OUT_05612,DIST_W_03,Pharmacy,1,66.26,26.5,26.51,13.25,0.4,0.4,0.2
OUT_05613,DIST_W_02,Eatery,4,735.61,294.24,294.25,147.12,0.4,0.4,0.2
OUT_05614,DIST_W_03,Grocery,0,114.63,22.93,63.04,28.66,0.2,0.55,0.25
OUT_05615,DIST_W_02,Pharmacy,1,461.36,184.54,184.55,92.27,0.4,0.4,0.2
OUT_05616,DIST_W_02,Eatery,2,135.7,54.28,54.28,27.14,0.4,0.4,0.2
OUT_05617,DIST_W_02,Grocery,0,135.18,27.04,74.34,33.8,0.2,0.55,0.25
OUT_05618,DIST_W_02,Eatery,1,274.54,109.82,109.81,54.91,0.4,0.4,0.2
OUT_05619,DIST_W_01,Eatery,4,875.65,350.26,350.26,175.13,0.4,0.4,0.2
OUT_05620,DIST_W_03,Pharmacy,5,723.84,144.77,217.15,361.92,0.2,0.3,0.5
OUT_05621,DIST_W_03,SMMT,4,673.61,269.44,269.45,134.72,0.4,0.4,0.2
OUT_05622,DIST_W_03,Eatery,0,1401.81,280.36,771.0,350.45,0.2,0.55,0.25
